STRATUM,TREATMENT,RESPONSE_1,RESPONSE_2,DATE
1,Yandong,16.2298423131568,3.70698911126488,20191230
1,Yandong,17.5432292405893,4.73185589002285,20191230
1,Yandong,13.1234971596152,3.24234012696257,20191230
1,Yandong,13.0381687837637,2.13133520315529,20191230
1,Yandong,15.3294068198124,2.48242378836353,20191230
1,Yandong,16.5919749374034,4.81690965636109,20191230
1,Yandong,8.03956881141334,3.57960740536829,20191230
1,Ben,18.915172375189,4.73396072372243,20191230
1,Ben,16.9289385182229,4.36662281563895,20191230
1,Ben,16.2419695127825,4.2163002150446,20191230
1,Ben,17.2882146986245,3.85281544094841,20191230
1,Ben,15.4574094958618,3.45798923248465,20191230
1,Ben,14.3733129840567,2.41606207032757,20191230
1,Ben,16.7197397838027,4.9703451996716,20191230
1,Ben,13.4826945802088,3.96423888007453,20191230
1,Ben,16.2636553530536,4.11956634455408,20191230
1,Irma,14.5128237655935,5.88017376572002,20191230
1,Irma,16.2629964050613,5.77728431598348,20191230
1,Irma,15.4089953705996,4.37363195076664,20191230
1,Irma,20.6686966712027,4.22990603764243,20191230
1,Irma,16.8540958955878,3.28625941029461,20191230
1,Irma,19.1615896520946,4.32089302670888,20191230
1,Irma,16.8249211256489,4.75875201214839,20191230
1,Irma,18.4053704145184,7.50770224904322,20191230
1,Irma,17.9195218902296,4.47420751671917,20191230
1,Andy,11.8055291391107,3.65279116662206,20191230
1,Andy,18.0028903019843,3.29461088690727,20191230
1,Andy,16.5618669932907,4.58275731796043,20191230
1,Andy,18.7005389800839,6.62265964937129,20191230
1,Andy,16.817952402805,3.91495983476622,20191230
1,Andy,15.134935488475,2.88863225974648,20191230
1,Andy,14.7980092548748,4.70518992647493,20191230
1,Andy,18.2557397976934,6.01055352628694,20191230
1,Andy,11.198706653543,3.67479629278293,20191230
1,Alex,17.3320663987296,3.45173320509768,20191230
1,Alex,16.504962061787,4.85015784425534,20191230
1,Alex,15.0179199910738,3.20771329525575,20191230
1,Alex,15.0576034823844,4.28684276747845,20191230
1,Alex,13.7620035820301,3.87864210705016,20191230
1,Alex,14.3659381452536,3.2471696383937,20191230
1,Alex,15.9441799825115,3.05003220902851,20191230
1,Alex,15.1774162374251,5.33600551870819,20191230
1,Alex,13.7512179862409,3.53193965825357,20191230
1,Jeff,11.238810220124,1.94710024601958,20191230
1,Jeff,14.3735733906629,2.52477983488644,20191230
1,Jeff,12.2534580551098,1.77379131762444,20191230
1,Jeff,12.7028356576962,2.38725584904478,20191230
1,Jeff,15.4389767082005,3.0625210663294,20191230
1,Jeff,12.9005367188406,5.56630614107642,20191230
1,Jeff,10.946628465287,3.69248310407674,20191230
1,Jeff,10.072379366341,2.23161257872798,20191230
1,Jeff,15.9712403743734,1.84632850218646,20191230
1,Jeff,15.1087507030905,3.33027616516759,20191230
0,Yandong,13.2673641001487,2.785470324045,20191230
0,Yandong,9.01864729424439,1.82949216998654,20191230
0,Yandong,14.0539999839318,5.12667018718418,20191230
0,Yandong,12.5418056968098,6.13388377176322,20191230
0,Yandong,15.6942485710571,3.29927464695503,20191230
0,Yandong,13.6616353300778,3.29995307539507,20191230
0,Yandong,12.8233008112002,3.56991892490743,20191230
0,Yandong,10.6463415994341,3.5482047742302,20191230
0,Ben,16.7651906070407,3.46838924656022,20191230
0,Ben,15.8358984099199,4.0059500517326,20191230
0,Ben,17.8409644408146,5.08456167779922,20191230
0,Ben,15.6680833838811,5.36215414124903,20191230
0,Ben,16.4022385367449,3.6351929943582,20191230
0,Ben,16.8422175546864,4.78064908702983,20191230
0,Ben,17.2752793597236,5.43679088716238,20191230
0,Ben,8.66820401175517,4.47053344876795,20191230
0,Ben,16.3253440224598,4.62573221776791,20191230
0,Ben,18.5124994176372,4.50244913642688,20191230
0,Irma,18.8403242004405,5.56841784440595,20191230
0,Irma,15.6296747157695,5.34395475163605,20191230
0,Irma,10.0666700815794,4.75998811762173,20191230
0,Irma,16.5006423902086,4.41180358721789,20191230
0,Irma,16.2010270885934,2.47491854533984,20191230
0,Irma,13.5272533342321,4.78810746577222,20191230
0,Irma,17.0831374594724,4.8368247963827,20191230
0,Irma,18.5087662983995,5.97453924433718,20191230
0,Andy,14.8834745047321,3.75746784460343,20191230
0,Andy,12.5773023339456,5.09178055431545,20191230
0,Andy,14.1347655145629,4.18181070636723,20191230
0,Andy,17.6455341866039,5.61449205738106,20191230
0,Andy,16.1154341019574,6.30645629391011,20191230
0,Andy,15.3083590575982,7.62851787488126,20191230
0,Andy,7.7265272445103,3.46586539511286,20191230
0,Andy,17.7211880274854,4.37457772149883,20191230
0,Andy,13.4489133514256,5.86457043102727,20191230
0,Andy,9.59018354147353,4.35807122384423,20191230
0,Alex,11.2793174132886,2.98572853747664,20191230
0,Alex,10.440659426703,2.59345591339237,20191230
0,Alex,13.4440356720297,4.47878939362636,20191230
0,Alex,14.3844794306997,5.28016481574972,20191230
0,Alex,7.90863676523541,8.52556657674885,20191230
0,Alex,12.5878974579156,3.61485788457863,20191230
0,Alex,11.9762668814205,4.87668342329213,20191230
0,Alex,11.4846683301689,5.77104970689366,20191230
0,Alex,13.3525799125907,4.24276915806822,20191230
0,Jeff,11.1259599790939,3.05756308143341,20191230
0,Jeff,11.7562902741326,3.1992264838301,20191230
